CODICEIDENTIFICATIVOSITO;DENOMINAZIONESITOLOGISTICO;INDIRIZZO;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;LATITUDINE;LONGITUDINE;LOCALIZE
009795;Eliseo Polo Commerciale;Via Napoli n° 230;02626860601;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/10/2013;-;41.67925;13.57308;1
009797;PARAFARMACIA SAN CESAREO;LOC.PONTE RETACCIO VIA MAREMMANA SR216;01447650332;00030;058119;San cesareo;058;RM;Roma;120;Lazio;01/11/2013;-;41.82196;12.79943;1
009798;parafarmacia benessere srls;VIA ALBANO 37;12126631006;00179;058091;Roma;058;RM;Roma;120;Lazio;01/11/2013;-;41.86889;12.53179;1
009826;parafarmacia conad - alishop;via aurelio galleppini, 7;04122751003;00127;058091;Roma;058;RM;Roma;120;Lazio;01/11/2013;-;41.79947;12.42281;1
009834;Parafarmacia Lamanna Stefania;V.villa di faonte,88;12070371005;00139;058091;Roma;058;RM;Roma;120;Lazio;01/11/2013;-;41.94945;12.5394;1
009860;Parafarmacia San Filippo;via Aldo Moro,3;12523431000;00030;058042;Genazzano;058;RM;Roma;120;Lazio;01/11/2013;-;41.82967;12.97225;1
009867;Parafarmacia Conad E. Leclerc;Viale Antium, 4;01967130541;00042;058007;Anzio;058;RM;Roma;120;Lazio;01/11/2013;-;41.46213;12.62673;1
009871;BROCCHIERI FARMASTORE;PIAZZA PALMIRO TOGLIATTI 1/2 Santa Maria Delle Mole;10176281003;00040;058057;Marino;058;RM;Roma;120;Lazio;01/11/2013;-;41.76959;12.65879;1
009881;Parafarmacia San Pancrazio;Via Ottavilla, 20;12624161001;00153;058091;Roma;058;RM;Roma;120;Lazio;01/12/2013;-;41.88369;12.45595;1
009899;Drugstore Farmaci;Via G. Spada, 3;12603811006;00043;058118;Ciampino;058;RM;Roma;120;Lazio;01/12/2013;31/01/2015;41.80944;12.60031;1
009904;Parafarmacia Dott. Morad di EBRAHIMZADEH MEIDANI M;CORSO UMBERTO 24;02097350561;01010;056056;Vejano;056;VT;Viterbo;120;Lazio;01/12/2013;-;42.21722;12.09557;1
009943;PARAFARMACIA DOTT.SSA SIMONA GIZZI S.R.L.;VIALE EUROPA 101;02810540605;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/01/2014;-;41.63433;13.33251;1
009949;PARAFARMACIA DOTT. DE ANGELIS;VIALE G.MARCONI,SNC;09916231005;01015;056049;Sutri;056;VT;Viterbo;120;Lazio;01/01/2014;-;42.24702;12.21507;1
009969;MORENAPHARMA s.r.l.;Via di Morena 71;12644491008;00043;058118;Ciampino;058;RM;Roma;120;Lazio;01/01/2014;-;41.80246;12.60245;1
009991;PARAFARMACIA ELISIR;VIA LIMA 28 E;12062761007;00199;058091;Roma;058;RM;Roma;120;Lazio;01/01/2014;-;41.92348;12.49588;1
009998;parafarmacia san leone;via roma,0648;02736760592;04029;059030;Sperlonga;059;LT;Latina;120;Lazio;01/02/2014;28/02/2014;41.26021;13.43311;1
010025;PARAFARMACIA FIUMICINO;PIAZZA AI DICIANNOVE CADUTI DI NASSIRIYA;01447650332;00054;058120;Fiumicino;058;RM;Roma;120;Lazio;01/02/2014;-;41.76757;12.23395;1
010057;DEMAS S.r.L;Via Circonvallazione Orientale 4692;00935301002;00178;058091;Roma;058;RM;Roma;120;Lazio;01/02/2014;-;41.89326;12.48306;1
010071;PROTANO WANDA;VIA CAMPO DI GRILLI N. 38;02817960608;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/03/2014;-;41.68622;13.5823;1
010087;FARMACARE S.R.L. SEMPLIFICATA;VIA VARIANTE CASILINA N. 4302;02820420608;03013;060033;Ferentino;060;FR;Frosinone;120;Lazio;01/03/2014;-;41.69293;13.25342;1
010116;PARAFARMACIA DR. PALMIERI FRANCESCO;CESARE BATTISTI;02427720244;00017;058071;Nerola;058;RM;Roma;120;Lazio;01/03/2014;-;42.16019;12.78527;1
010117;Parafarmacrimi SRL;Via Pindaro n.102;12603711008;00125;058091;Roma;058;RM;Roma;120;Lazio;01/03/2014;-;41.89326;12.48306;1
010133;PHARMAKRYMI OSTIENSE di Pharmakrymi srl;Piazzale dei Partigiani 35;12594521002;00154;058091;Roma;058;RM;Roma;120;Lazio;01/03/2014;-;41.87367;12.48525;1
010137;PARAFARMACIA AQUIFARM SNC;VIALE ALESSANDRO MANZONI 40/42;02816590604;03031;060007;Aquino;060;FR;Frosinone;120;Lazio;01/03/2014;-;41.49112;13.70471;1
010154;PARAFARMACIA;Viale DEI SALESIANI 6B/6C;12504641007;00175;058091;Roma;058;RM;Roma;120;Lazio;01/03/2014;-;41.85745;12.5667;1
010168;PARAFARMACIA ITACA;Via DEI VELIERI 64-66;12788541006;00121;058091;Roma;058;RM;Roma;120;Lazio;01/04/2014;-;41.73663;12.27562;1
010183;M.A.S.Medicazione Articoli Sanitari-S.p.a.;Viale Regina Margherita 158;00889961009;00198;058091;Roma;058;RM;Roma;120;Lazio;01/04/2014;-;41.91469;12.50436;1
010195;La MIAn Parafarmacia;Viale Sergio Angelucci 33;12725121003;00052;058029;Cerveteri;058;RM;Roma;120;Lazio;01/04/2014;-;41.98044;12.0563;1
010205;PASSIFLORA 3;Via DI VILLA PAMPHILI 81/H;11153961005;00152;058091;Roma;058;RM;Roma;120;Lazio;01/04/2014;-;41.89326;12.48306;1
010211;Parafarmacia e Celiachia Srls;Via Santa Barbara 118;12802791009;00048;058072;Nettuno;058;RM;Roma;120;Lazio;01/04/2014;-;41.46056;12.64764;1
010222;FARMABIOMEDICA SRL;Via BULGARIA 13;02757220591;04011;059001;Aprilia;059;LT;Latina;120;Lazio;01/04/2014;-;41.5942;12.64858;1
010240;farmawelth;Via veturia 8/10;08381221004;00181;058091;Roma;058;RM;Roma;120;Lazio;01/04/2014;-;41.87667;12.52233;1
010251;parafarmacia dott. antonio bottari;Via palombarese 100;12792351004;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/04/2014;-;41.96081;12.62408;1
010321;PARAFARMACIA LA CAPITALE DI KHALIL FATME;Via VIA TUSCOLANA 607/D;09633021002;00174;058091;Roma;058;RM;Roma;120;Lazio;01/05/2014;-;41.89326;12.48306;1
010331;FARMAGOL S.R.L. SEMPLIFICATA;Via TERRACINA SNC;02833290600;04017;059025;San felice circeo;059;LT;Latina;120;Lazio;01/05/2014;31/07/2015;41.22964;13.09178;1
010332;emporioerboristico srl;Via oderisi da gubbio 124-126;12243811002;00146;058091;Roma;058;RM;Roma;120;Lazio;01/05/2014;-;41.89326;12.48306;1
010337;PARAFARMACIA;Via F. GIANGIACOMO 14;12869741004;00147;058091;Roma;058;RM;Roma;120;Lazio;01/05/2014;31/08/2014;41.89326;12.48306;1
010337;Parafrmacia Farma Romero;Via F. GIANGIACOMO 14;12869741004;00147;058091;Roma;058;RM;Roma;120;Lazio;01/09/2014;-;41.89326;12.48306;1
010363;NATURALDOCTOR DI PERUGIA PAOLA E ROSSIGNOLI DAMIANO SNC;Via NIZZA 69;12854121006;00198;058091;Roma;058;RM;Roma;120;Lazio;01/05/2014;-;41.91263;12.50063;1
010365;PARAFARMACIA SAN VITO ROMANO;Via BORGO MARIO THEODOLI 32;12467881004;00030;058100;San vito romano;058;RM;Roma;120;Lazio;01/05/2014;-;41.87982;12.97939;1
010366;PHARMA E.L.C. DI GARLASCHELLI ENRICO& C. S.N.C.;Via DEL MARE 61;12725731009;00041;058003;Albano laziale;058;RM;Roma;120;Lazio;01/05/2014;31/07/2014;41.72601;12.63128;1
010367;Parafarmacia Tropea-D'Alberti Srl;Via Giambattista Bassani 9;11529481001;00124;058091;Roma;058;RM;Roma;120;Lazio;01/05/2014;-;41.74606;12.36331;1
010377;PARAFARMACIA FONTANA CANDIDA;Via DI FONTANA CANDIDA 61;11811751004;00132;058091;Roma;058;RM;Roma;120;Lazio;01/05/2014;-;41.84973;12.695;1
010420;parafarmacia;Via dell'areoporto  82;12788151004;00175;058091;Roma;058;RM;Roma;120;Lazio;01/06/2014;-;41.67797;12.4467;1
010469;MACAR S.R.L.;Via PIAVE  3/5/7;12690551002;00040;058009;Ariccia;058;RM;Roma;120;Lazio;01/07/2014;-;41.72071;12.67135;1
010471;FARMASET DI GABRIELE ZIJNO;Via BALDO DEGLI UBALDI 74/A;12937371008;00167;058091;Roma;058;RM;Roma;120;Lazio;01/07/2014;-;41.89326;12.48306;1
010479;PROVET SRLS;Via CASSIA  2040;12941301009;00123;058091;Roma;058;RM;Roma;120;Lazio;01/07/2014;-;42.08022;12.37324;1
010480;PHARMA E.L.C. DI GARLASCHELLI ENRICO & C.S.N.C.;Via DEL MARE 138;12725731009;00040;058022;Castel gandolfo;058;RM;Roma;120;Lazio;01/07/2014;-;41.74252;12.64888;1
010499;Parafarmacia Bisagno;Via Bisagno 36;12893411004;00199;058091;Roma;058;RM;Roma;120;Lazio;01/07/2014;-;41.92341;12.51063;1
010509;PARAFARMACIA NATURFARMABIO;Viale San Domenico 58;02836500609;03039;060074;Sora;060;FR;Frosinone;120;Lazio;01/08/2014;-;41.70879;13.59771;1
010526;parafarmacrimi s.r.l.;Piazza ledro 7/G;12603711008;00199;058091;Roma;058;RM;Roma;120;Lazio;01/08/2014;-;41.92313;12.51063;1
010547;DF PARAFARMACEUTICI SAS;Via DELLA DOGANA  8;02508540602;03100;060038;Frosinone;060;FR;Frosinone;120;Lazio;01/09/2014;-;41.64198;13.34693;1
010555;PARAFARMACIA IPERFAMILY;Via TORREVECCHIA  1050;01133131001;00166;058091;Roma;058;RM;Roma;120;Lazio;01/09/2014;-;41.89334;12.48307;1
010566;Parafarmacrimi s.r.l.;Via Lucrezia Romana 100;12603711008;00178;058091;Roma;058;RM;Roma;120;Lazio;01/09/2014;-;41.83327;12.57741;1
010575;DIERRE FARMA ITALIA S.R.L.;Via XVIII DICEMBRE 39;02765960592;04100;059011;Latina;059;LT;Latina;120;Lazio;01/09/2014;30/11/2014;41.46726;12.90357;1
010576;Parafarmacrimi s.r.l.;Via Carlo Goldoni 20;12603711008;00042;058007;Anzio;058;RM;Roma;120;Lazio;01/09/2014;31/12/2014;41.5052;12.62452;1
010577;Parafarmacrimi s.r.l.;Via Vittorio De Sica 2;12603711008;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/09/2014;31/12/2014;41.98518;12.71588;1
010590;Parafarmacia Serafino Dr. Vincenzo;Via Cornelia 493;12985241004;00166;058091;Roma;058;RM;Roma;120;Lazio;01/09/2014;-;41.91019;12.39867;1
010591;DIMENSIONE SANITARIA SRL;Via DEI BOI 22/24;02549880595;04100;059011;Latina;059;LT;Latina;120;Lazio;01/09/2014;-;41.46019;12.92502;1
010594;Parafarmacia DR. Nanni Emanuel;Via G. Donizetti 10/f;12989851006;00041;058003;Albano laziale;058;RM;Roma;120;Lazio;01/10/2014;-;41.72601;12.63128;1
010596;Farmazoo Srl;Via Tuscolana Km 27,700;11534921009;00040;058088;Rocca priora;058;RM;Roma;120;Lazio;01/10/2014;-;41.79109;12.76199;1
010620;Parafarmacia due EMME;Via Via Folco Portinari  9 a/b;13041781009;00151;058091;Roma;058;RM;Roma;120;Lazio;01/10/2014;-;41.89334;12.48307;1
010621;PHARMASERVICE S.R.L.;Via Lungoliri Trito 6;02833630607;03036;060043;Isola del liri;060;FR;Frosinone;120;Lazio;01/10/2014;-;41.67925;13.57308;1
010630;P.O.V. S.R.L.SEMPLIFICATA;Via LEUCIANA SNC;02849350604;03037;060056;Pontecorvo;060;FR;Frosinone;120;Lazio;01/10/2014;-;41.46162;13.66671;1
010638;Parafarmacia di Dott. Massimo Sonderegger;Via S. Gennaro 34;04634410650;04020;059010;Itri;059;LT;Latina;120;Lazio;01/10/2014;-;41.28739;13.5379;1
010656;PARA FARMACIA VICOVARO SRL;Via GARIBALDI 25;13047151009;00029;058112;Vicovaro;058;RM;Roma;120;Lazio;01/11/2014;-;42.01794;12.89723;1
010657;Pharmabenessere;Via Selva Nera 330/A;01934420660;00166;058091;Roma;058;RM;Roma;120;Lazio;01/11/2014;-;41.89334;12.48307;1
010676;Animali del Mondo-Profili Reptiles;Via Falisca  72;02090010568;01033;056021;Civita castellana;056;VT;Viterbo;120;Lazio;01/11/2014;-;42.29463;12.40748;1
010685;CO.RI.GE SRL;Via Appia Vecchia 2;02101741003;00045;058043;Genzano di roma;058;RM;Roma;120;Lazio;01/11/2014;-;41.70699;12.69112;1
010699;Parafarmacia Cassia 340;Via cassia 340;13083851009;00191;058091;Roma;058;RM;Roma;120;Lazio;01/11/2014;-;42.08022;12.37324;1
010702;PARAFARMACIA SANIFARMA STORE;Via APPIA NUOVA  1651;09486251003;00040;058118;Ciampino;058;RM;Roma;120;Lazio;01/12/2014;-;41.78109;12.60293;1
010716;Pec srl;Via dei Sampieri 92;11670561007;00148;058091;Roma;058;RM;Roma;120;Lazio;01/12/2014;-;41.85256;12.4158;1
010738;PARAFARMACIA FERENTUM;Via FERENTUM 29/A;13063431004;00047;058057;Marino;058;RM;Roma;120;Lazio;01/12/2014;-;41.76642;12.66188;1
010750;Martina Farma di Stefanelli Libera;Viale Pietro Fedele 51;02734550599;04028;059014;Minturno;059;LT;Latina;120;Lazio;01/12/2014;-;41.24249;13.73629;1
010751;SANISHOP DI DI RUSCIO MARCO;Via CASILINA SUD CENTRO COMME.LE PANORAMA SNC;02846130603;03043;060019;Cassino;060;FR;Frosinone;120;Lazio;01/12/2014;-;41.49256;13.83053;1
010769;PARAFARMACIA PIO IX;Via PIO IX 175;11378481003;00165;058091;Roma;058;RM;Roma;120;Lazio;01/12/2014;-;41.90543;12.42311;1
010781;Ipercoop Guidonia;Stradastatale n°5 Via Tiburtina km 20;03600350361;00012;058047;Guidonia montecelio;058;RM;Roma;120;Lazio;01/12/2014;-;41.98518;12.71588;1
010792;PARAFARMACIA DEL BORGO;Strada DEL BOSCO SNC;02792500593;04100;059011;Latina;059;LT;Latina;120;Lazio;01/01/2015;-;41.46726;12.90357;1
010800;PARAFARMACIA;Viale BEATA VERGINE DEL CARMELO 163/165;13044791005;00144;058091;Roma;058;RM;Roma;120;Lazio;01/01/2015;-;41.89334;12.48307;1
010806;Drugstore Farmaci;Via dei Sette Metri 107;12603811006;00118;058091;Roma;058;RM;Roma;120;Lazio;01/01/2015;-;41.81984;12.61131;1
010809;Erboristeria L'Arkè di Maria Luisa Spezia;Via Arrigo Davila 52;08711401003;00179;058091;Roma;058;RM;Roma;120;Lazio;01/01/2015;-;41.8682;12.52835;1
010819;parafarmacia san biagio;Via dei cerasari 96;13180161005;00018;058075;Palombara sabina;058;RM;Roma;120;Lazio;01/01/2015;-;42.06663;12.76581;1
010824;PHARMAKRYMI BALENIERE di Pharmakrymi srl;Via delle Baleniere 116;12594521002;00121;058091;Roma;058;RM;Roma;120;Lazio;01/01/2015;-;41.74238;12.28189;1
010834;paramed srls;Via metastasio 11;13052381004;00040;058079;Pomezia;058;RM;Roma;120;Lazio;01/01/2015;-;41.66753;12.50479;1
010836;Health & Pet Store;Via paolo ferdinando quaglia  102;13019161002;00133;058091;Roma;058;RM;Roma;120;Lazio;01/01/2015;-;41.86852;12.64112;1
010837;PArafarmaica Rossana;Via Tuscolana 761/b;13101901000;00174;058091;Roma;058;RM;Roma;120;Lazio;01/01/2015;-;41.85185;12.57082;1
010846;PARAFARMACIA ANAGNINA SRL;Via XX SETTEMBRE 54;12370441003;00044;058039;Frascati;058;RM;Roma;120;Lazio;01/02/2015;-;41.8086;12.67978;1
010848;isemplicisoccooperativa;Via di casalotti 52;12824011006;00166;058091;Roma;058;RM;Roma;120;Lazio;01/02/2015;-;41.91533;12.36726;1
010851;Moretto Adriano;Via Principe Biancamano 31/35;02441780596;04016;059024;Sabaudia;059;LT;Latina;120;Lazio;01/02/2015;-;41.30157;13.02587;1
010911;Parafarmacia Conad - Alishop;Via Appia Nuova 889;04122751003;00178;058091;Roma;058;RM;Roma;120;Lazio;01/03/2015;-;41.8469;12.55152;1
010929;Parafarmacia parioli;Via Giovanni Schiaparelli 21/23;13262471009;00197;058091;Roma;058;RM;Roma;120;Lazio;01/03/2015;-;41.92214;12.48151;1
010952;pharmazon srl;Via andrea barbato  31;13278181006;00168;058091;Roma;058;RM;Roma;120;Lazio;01/03/2015;-;41.93068;12.40156;1
010974;parafarmacia dott.ssa Rabottini srls;Via tiberina 73/A;13303021003;00060;058018;Capena;058;RM;Roma;120;Lazio;01/03/2015;-;42.12363;12.59538;1
010990;PARAFARMACIA DOMUS;Via BERNARDINO ALIMENA 111;02493970418;00173;058091;Roma;058;RM;Roma;120;Lazio;01/04/2015;-;41.84765;12.60309;1
010996;FARMA+PIU;Via DEL LIDO 39;02818710598;04100;059011;Latina;059;LT;Latina;120;Lazio;01/04/2015;-;41.44591;12.88828;1
011010;STEFARM SRL;Via APPIA NORD KM 50.7;02816500595;04012;059005;Cisterna di latina;059;LT;Latina;120;Lazio;01/04/2015;-;41.59761;12.8305;1
011011;STEFARM SRL;Via BADINO COMPRENSORIO ARENE;02816500595;04019;059032;Terracina;059;LT;Latina;120;Lazio;01/04/2015;-;41.28712;13.2492;1
011038;Pharmakrymi Tuscolana di Pharmakrymi srl Unipersonale;Via Tuscolana 1464-1466-1468-1470;12594521002;00173;058091;Roma;058;RM;Roma;120;Lazio;01/04/2015;-;41.89334;12.48307;1
011039;la grindelia;Via carducci 10;13053751007;00068;058082;Rignano flaminio;058;RM;Roma;120;Lazio;01/04/2015;-;42.21001;12.48112;1
011084;Raphael Pharma srls;Via G. Mattè Trucco 144;13325541004;00132;058091;Roma;058;RM;Roma;120;Lazio;01/05/2015;-;41.89334;12.48307;1
011087;PARAFARMACIA SANIFAR;Via VAL GRANA  6;13352171006;00141;058091;Roma;058;RM;Roma;120;Lazio;01/05/2015;-;41.94258;12.51968;1
011118;GIULIUS;Via del Fontanile di Mezzaluna 401/403;07493981000;00054;058120;Fiumicino;058;RM;Roma;120;Lazio;01/06/2015;-;41.76757;12.23395;1
011123;Pharmakrymi Trastevere di Pharmakrymi srl Unipersonale;Piazza Flavio Biondo 13;12594521002;00153;058091;Roma;058;RM;Roma;120;Lazio;01/06/2015;-;41.8731;12.4662;1
011124;Estherlife S.r.l.;Viale Dei Salesiani 6;13375801001;00175;058091;Roma;058;RM;Roma;120;Lazio;01/06/2015;-;41.85606;12.56878;1
011133;sanitaria ortopedia casilina fantauzzi srl;Via casilina  1880;06700331009;00132;058091;Roma;058;RM;Roma;120;Lazio;01/06/2015;-;41.86398;12.67096;1
011146;Pharmakrymi Ojetti di Pharmakrymi srl;Via Ugo Ojetti  49/51;12594521002;00137;058091;Roma;058;RM;Roma;120;Lazio;01/06/2015;-;41.94471;12.55233;1
011157;PARAFARMACIA SANITARIA;Piazza DON CESOLINI  10;12407561005;00062;058013;Bracciano;058;RM;Roma;120;Lazio;01/06/2015;-;42.1011;12.17386;1
011167;parafarmacia ortopedia;Via italo balbo 9;02398010591;04028;059014;Minturno;059;LT;Latina;120;Lazio;01/06/2015;-;41.25343;13.71312;1
011168;Animali Del Mondo di Chiara Profili;Via Falisca SNC;02090010568;01033;056021;Civita castellana;056;VT;Viterbo;120;Lazio;01/06/2015;-;42.29523;12.40917;1
011180;PARAFARMACIA DOTT.SSA DELLA CHIESA FEDERICA;Via BOMBAY 34-36;13152351006;00144;058091;Roma;058;RM;Roma;120;Lazio;01/06/2015;-;41.82302;12.44502;1
